description,reactStr,reacIndex,A,beta,Ta
MicroReversibleArrhenius,O2(22)+O=O2(19)+O,5,8.826002e-19,3.672986e-01,1.229851e+03
MicroReversibleArrhenius,O2(22)+O=O2(20)+O,5,1.863695e-19,4.984712e-01,2.134834e+03
MicroReversibleArrhenius,O2(22)+O=O2(21)+O,5,2.375957e-20,6.830525e-01,2.796366e+03
MicroReversibleArrhenius,O2(23)+O=O2(1)+O,5,3.705029e-24,1.027717e+00,-2.661757e+03
MicroReversibleArrhenius,O2(23)+O=O2(2)+O,5,4.284539e-23,9.166170e-01,-1.183062e+03
MicroReversibleArrhenius,O2(23)+O=O2(3)+O,5,1.219462e-22,9.083433e-01,-7.459923e+02
MicroReversibleArrhenius,O2(23)+O=O2(4)+O,5,1.453245e-21,7.220955e-01,-7.484338e+01
MicroReversibleArrhenius,O2(23)+O=O2(5)+O,5,6.663471e-21,6.186280e-01,1.766618e+02
MicroReversibleArrhenius,O2(23)+O=O2(6)+O,5,1.819116e-20,5.625311e-01,2.592632e+02
MicroReversibleArrhenius,O2(23)+O=O2(7)+O,5,6.956072e-20,4.630952e-01,5.987622e+02
MicroReversibleArrhenius,O2(23)+O=O2(8)+O,5,1.702657e-19,4.060916e-01,6.782564e+02
MicroReversibleArrhenius,O2(23)+O=O2(9)+O,5,3.902901e-19,3.511750e-01,7.548815e+02
MicroReversibleArrhenius,O2(23)+O=O2(10)+O,5,8.278088e-19,3.013802e-01,8.385539e+02
MicroReversibleArrhenius,O2(23)+O=O2(11)+O,5,1.672422e-18,2.552917e-01,8.826022e+02
MicroReversibleArrhenius,O2(23)+O=O2(12)+O,5,3.491378e-18,2.000989e-01,9.237008e+02
MicroReversibleArrhenius,O2(23)+O=O2(13)+O,5,7.038400e-18,1.487893e-01,9.271975e+02
MicroReversibleArrhenius,O2(23)+O=O2(14)+O,5,1.005192e-17,1.304010e-01,8.028281e+02
MicroReversibleArrhenius,O2(23)+O=O2(15)+O,5,1.504208e-17,1.053570e-01,7.057713e+02
MicroReversibleArrhenius,O2(23)+O=O2(16)+O,5,2.024329e-17,8.887006e-02,6.865027e+02
MicroReversibleArrhenius,O2(23)+O=O2(17)+O,5,1.792595e-17,1.134930e-01,6.209351e+02
MicroReversibleArrhenius,O2(23)+O=O2(18)+O,5,4.057553e-18,2.350662e-01,5.545205e+02
MicroReversibleArrhenius,O2(23)+O=O2(19)+O,5,1.194279e-18,3.366257e-01,1.096997e+03
MicroReversibleArrhenius,O2(23)+O=O2(20)+O,5,2.221654e-19,4.821334e-01,1.841529e+03
MicroReversibleArrhenius,O2(23)+O=O2(21)+O,5,2.550621e-20,6.803563e-01,2.443157e+03
MicroReversibleArrhenius,O2(23)+O=O2(22)+O,5,2.274465e-21,8.997851e-01,2.635738e+03
MicroReversibleArrhenius,O2(24)+O=O2(1)+O,5,4.507866e-25,1.215285e+00,-3.289060e+03
MicroReversibleArrhenius,O2(24)+O=O2(2)+O,5,1.295297e-24,1.228419e+00,-2.736890e+03
MicroReversibleArrhenius,O2(24)+O=O2(3)+O,5,1.096867e-23,1.111399e+00,-1.825389e+03
MicroReversibleArrhenius,O2(24)+O=O2(4)+O,5,2.260193e-22,8.833995e-01,-7.097801e+02
MicroReversibleArrhenius,O2(24)+O=O2(5)+O,5,2.416204e-21,7.032699e-01,1.220607e+02
MicroReversibleArrhenius,O2(24)+O=O2(6)+O,5,1.233334e-20,5.882081e-01,4.473131e+02
MicroReversibleArrhenius,O2(24)+O=O2(7)+O,5,3.071786e-20,5.361408e-01,5.168701e+02
MicroReversibleArrhenius,O2(24)+O=O2(8)+O,5,8.641065e-20,4.675490e-01,5.585662e+02
MicroReversibleArrhenius,O2(24)+O=O2(9)+O,5,2.646515e-19,3.864753e-01,7.453379e+02
MicroReversibleArrhenius,O2(24)+O=O2(10)+O,5,5.786640e-19,3.360506e-01,8.124547e+02
MicroReversibleArrhenius,O2(24)+O=O2(11)+O,5,1.427733e-18,2.704306e-01,9.165327e+02
MicroReversibleArrhenius,O2(24)+O=O2(12)+O,5,2.910947e-18,2.204235e-01,9.519577e+02
MicroReversibleArrhenius,O2(24)+O=O2(13)+O,5,5.126139e-18,1.833163e-01,8.864186e+02
MicroReversibleArrhenius,O2(24)+O=O2(14)+O,5,8.879005e-18,1.460983e-01,8.433313e+02
MicroReversibleArrhenius,O2(24)+O=O2(15)+O,5,1.484373e-17,1.092209e-01,7.861003e+02
MicroReversibleArrhenius,O2(24)+O=O2(16)+O,5,2.312386e-17,7.582612e-02,7.657488e+02
MicroReversibleArrhenius,O2(24)+O=O2(17)+O,5,2.024055e-17,1.020031e-01,6.078269e+02
MicroReversibleArrhenius,O2(24)+O=O2(18)+O,5,4.827893e-18,2.179374e-01,4.052823e+02
MicroReversibleArrhenius,O2(24)+O=O2(19)+O,5,1.312327e-18,3.277304e-01,7.219872e+02
MicroReversibleArrhenius,O2(24)+O=O2(20)+O,5,4.601822e-19,4.074477e-01,1.578249e+03
MicroReversibleArrhenius,O2(24)+O=O2(21)+O,5,1.141050e-19,5.281980e-01,2.582579e+03
MicroReversibleArrhenius,O2(24)+O=O2(22)+O,5,1.982331e-20,6.853158e-01,3.454812e+03
MicroReversibleArrhenius,O2(24)+O=O2(23)+O,5,3.964571e-21,8.239979e-01,4.160495e+03
MicroReversibleArrhenius,O2(25)+O=O2(1)+O,5,2.699930e-23,7.641741e-01,-1.340071e+03
MicroReversibleArrhenius,O2(25)+O=O2(2)+O,5,2.662111e-24,1.108168e+00,-2.694889e+03
MicroReversibleArrhenius,O2(25)+O=O2(3)+O,5,2.686124e-24,1.207710e+00,-2.373472e+03
MicroReversibleArrhenius,O2(25)+O=O2(4)+O,5,3.762488e-23,1.029385e+00,-1.143845e+03
MicroReversibleArrhenius,O2(25)+O=O2(5)+O,5,3.215760e-22,8.862029e-01,-1.765366e+02
MicroReversibleArrhenius,O2(25)+O=O2(6)+O,5,3.089964e-21,7.151044e-01,4.470659e+02
MicroReversibleArrhenius,O2(25)+O=O2(7)+O,5,1.085745e-20,6.339042e-01,5.106044e+02
MicroReversibleArrhenius,O2(25)+O=O2(8)+O,5,4.937254e-20,5.207686e-01,7.144607e+02
MicroReversibleArrhenius,O2(25)+O=O2(9)+O,5,1.772758e-19,4.260806e-01,8.331326e+02
MicroReversibleArrhenius,O2(25)+O=O2(10)+O,5,5.136017e-19,3.478797e-01,9.057605e+02
MicroReversibleArrhenius,O2(25)+O=O2(11)+O,5,1.164289e-18,2.917372e-01,9.136602e+02
MicroReversibleArrhenius,O2(25)+O=O2(12)+O,5,2.340448e-18,2.430112e-01,8.926668e+02
MicroReversibleArrhenius,O2(25)+O=O2(13)+O,5,5.426932e-18,1.790818e-01,9.382432e+02
MicroReversibleArrhenius,O2(25)+O=O2(14)+O,5,1.196205e-17,1.164853e-01,9.640891e+02
MicroReversibleArrhenius,O2(25)+O=O2(15)+O,5,1.821449e-17,8.965778e-02,8.654442e+02
MicroReversibleArrhenius,O2(25)+O=O2(16)+O,5,2.348762e-17,7.532223e-02,7.469237e+02
MicroReversibleArrhenius,O2(25)+O=O2(17)+O,5,2.354100e-17,8.703477e-02,6.439999e+02
MicroReversibleArrhenius,O2(25)+O=O2(18)+O,5,6.173022e-18,1.936387e-01,3.877498e+02
MicroReversibleArrhenius,O2(25)+O=O2(19)+O,5,2.040074e-18,2.841503e-01,6.749361e+02
MicroReversibleArrhenius,O2(25)+O=O2(20)+O,5,6.591697e-19,3.732767e-01,1.400137e+03
MicroReversibleArrhenius,O2(25)+O=O2(21)+O,5,2.193816e-19,4.628908e-01,2.392632e+03
MicroReversibleArrhenius,O2(25)+O=O2(22)+O,5,5.434493e-20,5.836695e-01,3.399807e+03
MicroReversibleArrhenius,O2(25)+O=O2(23)+O,5,9.613128e-21,7.407374e-01,4.244361e+03
MicroReversibleArrhenius,O2(25)+O=O2(24)+O,5,8.272435e-22,9.538741e-01,4.431667e+03
MicroReversibleArrhenius,O2(26)+O=O2(1)+O,5,6.317589e-24,8.514139e-01,-1.929566e+03
MicroReversibleArrhenius,O2(26)+O=O2(2)+O,5,1.105816e-23,9.057434e-01,-1.805449e+03
MicroReversibleArrhenius,O2(26)+O=O2(3)+O,5,1.984786e-23,9.514496e-01,-1.282414e+03
MicroReversibleArrhenius,O2(26)+O=O2(4)+O,5,3.337824e-24,1.224939e+00,-1.731771e+03
MicroReversibleArrhenius,O2(26)+O=O2(5)+O,5,3.352974e-23,1.068932e+00,-5.988835e+02
MicroReversibleArrhenius,O2(26)+O=O2(6)+O,5,9.899636e-22,7.967355e-01,5.896481e+02
MicroReversibleArrhenius,O2(26)+O=O2(7)+O,5,8.407834e-21,6.392676e-01,1.101113e+03
MicroReversibleArrhenius,O2(26)+O=O2(8)+O,5,5.733859e-20,4.917017e-01,1.337497e+03
MicroReversibleArrhenius,O2(26)+O=O2(9)+O,5,1.643333e-19,4.279168e-01,1.283662e+03
MicroReversibleArrhenius,O2(26)+O=O2(10)+O,5,4.011496e-19,3.710187e-01,1.130672e+03
MicroReversibleArrhenius,O2(26)+O=O2(11)+O,5,1.085747e-18,3.012816e-01,1.108161e+03
MicroReversibleArrhenius,O2(26)+O=O2(12)+O,5,2.823598e-18,2.271992e-01,1.058997e+03
MicroReversibleArrhenius,O2(26)+O=O2(13)+O,5,5.622898e-18,1.797400e-01,9.582036e+02
MicroReversibleArrhenius,O2(26)+O=O2(14)+O,5,1.066850e-17,1.328721e-01,9.131905e+02
MicroReversibleArrhenius,O2(26)+O=O2(15)+O,5,1.692697e-17,1.004487e-01,7.975945e+02
MicroReversibleArrhenius,O2(26)+O=O2(16)+O,5,2.093549e-17,8.837990e-02,6.347774e+02
MicroReversibleArrhenius,O2(26)+O=O2(17)+O,5,2.065317e-17,1.028229e-01,5.301920e+02
MicroReversibleArrhenius,O2(26)+O=O2(18)+O,5,8.189594e-18,1.671599e-01,3.755670e+02
MicroReversibleArrhenius,O2(26)+O=O2(19)+O,5,2.261733e-18,2.767375e-01,4.972287e+02
MicroReversibleArrhenius,O2(26)+O=O2(20)+O,5,9.939059e-19,3.342365e-01,1.251004e+03
MicroReversibleArrhenius,O2(26)+O=O2(21)+O,5,2.912201e-19,4.387975e-01,2.093682e+03
MicroReversibleArrhenius,O2(26)+O=O2(22)+O,5,7.790177e-20,5.529464e-01,3.175408e+03
MicroReversibleArrhenius,O2(26)+O=O2(23)+O,5,6.021374e-20,5.609874e-01,4.932372e+03
MicroReversibleArrhenius,O2(26)+O=O2(24)+O,5,2.043062e-20,6.389996e-01,5.851263e+03
MicroReversibleArrhenius,O2(26)+O=O2(25)+O,5,1.853567e-21,8.508575e-01,5.976296e+03
MicroReversibleArrhenius,O2(27)+O=O2(1)+O,5,1.615161e-28,1.891997e+00,-4.838439e+03
MicroReversibleArrhenius,O2(27)+O=O2(2)+O,5,3.886954e-26,1.443802e+00,-3.725749e+03
MicroReversibleArrhenius,O2(27)+O=O2(3)+O,5,6.500446e-24,1.025652e+00,-8.957869e+02
MicroReversibleArrhenius,O2(27)+O=O2(4)+O,5,5.578996e-25,1.349966e+00,-2.368038e+03
MicroReversibleArrhenius,O2(27)+O=O2(5)+O,5,1.442816e-24,1.335198e+00,-1.639463e+03
MicroReversibleArrhenius,O2(27)+O=O2(6)+O,5,8.428034e-23,1.004781e+00,4.771585e+02
MicroReversibleArrhenius,O2(27)+O=O2(7)+O,5,1.449797e-21,7.876928e-01,1.484497e+03
MicroReversibleArrhenius,O2(27)+O=O2(8)+O,5,9.707183e-21,6.542461e-01,1.638039e+03
MicroReversibleArrhenius,O2(27)+O=O2(9)+O,5,7.271688e-20,4.959956e-01,1.633313e+03
MicroReversibleArrhenius,O2(27)+O=O2(10)+O,5,2.288394e-19,4.193294e-01,1.508326e+03
MicroReversibleArrhenius,O2(27)+O=O2(11)+O,5,1.287112e-18,2.774550e-01,1.634200e+03
MicroReversibleArrhenius,O2(27)+O=O2(12)+O,5,4.524179e-18,1.780724e-01,1.630410e+03
MicroReversibleArrhenius,O2(27)+O=O2(13)+O,5,9.622184e-18,1.261158e-01,1.415837e+03
MicroReversibleArrhenius,O2(27)+O=O2(14)+O,5,1.659682e-17,9.068009e-02,1.182506e+03
MicroReversibleArrhenius,O2(27)+O=O2(15)+O,5,2.287833e-17,7.325739e-02,8.694321e+02
MicroReversibleArrhenius,O2(27)+O=O2(16)+O,5,2.680363e-17,6.696377e-02,5.782927e+02
MicroReversibleArrhenius,O2(27)+O=O2(17)+O,5,2.913320e-17,7.121132e-02,4.466654e+02
MicroReversibleArrhenius,O2(27)+O=O2(18)+O,5,1.456400e-17,1.118924e-01,2.894375e+02
MicroReversibleArrhenius,O2(27)+O=O2(19)+O,5,5.981864e-18,1.804004e-01,4.723603e+02
MicroReversibleArrhenius,O2(27)+O=O2(20)+O,5,2.235763e-18,2.532668e-01,9.886806e+02
MicroReversibleArrhenius,O2(27)+O=O2(21)+O,5,1.336145e-18,2.876131e-01,2.157588e+03
MicroReversibleArrhenius,O2(27)+O=O2(22)+O,5,2.427040e-19,4.407360e-01,2.866318e+03
MicroReversibleArrhenius,O2(27)+O=O2(23)+O,5,2.718280e-20,6.473794e-01,3.707301e+03
MicroReversibleArrhenius,O2(27)+O=O2(24)+O,5,4.660474e-20,5.659471e-01,5.639191e+03
MicroReversibleArrhenius,O2(27)+O=O2(25)+O,5,1.268024e-21,9.025664e-01,5.361429e+03
MicroReversibleArrhenius,O2(27)+O=O2(26)+O,5,1.185554e-22,1.104261e+00,5.338011e+03
MicroReversibleArrhenius,O2(2)+O=O2(1)+O,6,1.935970e-17,2.314640e-01,-2.430937e+02
MicroReversibleArrhenius,O2(3)+O=O2(1)+O,6,2.417575e-18,3.105075e-01,1.255935e+03
MicroReversibleArrhenius,O2(3)+O=O2(2)+O,6,1.912971e-17,2.503543e-01,-1.556811e+02
MicroReversibleArrhenius,O2(4)+O=O2(1)+O,6,2.754107e-19,4.434694e-01,1.748215e+03
MicroReversibleArrhenius,O2(4)+O=O2(2)+O,6,2.446320e-18,3.394665e-01,1.208186e+03
MicroReversibleArrhenius,O2(4)+O=O2(3)+O,6,1.502508e-17,2.803511e-01,-8.871259e+01
MicroReversibleArrhenius,O2(5)+O=O2(1)+O,6,5.334125e-20,5.462932e-01,1.810622e+03
MicroReversibleArrhenius,O2(5)+O=O2(2)+O,6,5.086755e-19,4.289263e-01,1.784333e+03
MicroReversibleArrhenius,O2(5)+O=O2(3)+O,6,2.893543e-18,3.416639e-01,1.153315e+03
MicroReversibleArrhenius,O2(5)+O=O2(4)+O,6,1.579004e-17,2.791643e-01,-6.266227e+01
MicroReversibleArrhenius,O2(6)+O=O2(1)+O,6,4.934251e-21,7.335692e-01,1.168028e+03
MicroReversibleArrhenius,O2(6)+O=O2(2)+O,6,6.142712e-20,5.816734e-01,1.570180e+03
MicroReversibleArrhenius,O2(6)+O=O2(3)+O,6,6.451942e-19,4.250696e-01,1.822480e+03
MicroReversibleArrhenius,O2(6)+O=O2(4)+O,6,2.951284e-18,3.446098e-01,1.171525e+03
MicroReversibleArrhenius,O2(6)+O=O2(5)+O,6,1.546008e-17,2.810933e-01,-6.691480e+01
MicroReversibleArrhenius,O2(7)+O=O2(1)+O,6,8.077600e-22,8.667599e-01,5.691566e+02
MicroReversibleArrhenius,O2(7)+O=O2(2)+O,6,6.875369e-21,7.471787e-01,9.439123e+02
MicroReversibleArrhenius,O2(7)+O=O2(3)+O,6,7.745656e-20,5.791982e-01,1.537015e+03
MicroReversibleArrhenius,O2(7)+O=O2(4)+O,6,7.727797e-19,4.125565e-01,1.872377e+03
MicroReversibleArrhenius,O2(7)+O=O2(5)+O,6,3.288061e-18,3.356611e-01,1.221095e+03
MicroReversibleArrhenius,O2(7)+O=O2(6)+O,6,1.575297e-17,2.810549e-01,-3.547786e+01
MicroReversibleArrhenius,O2(8)+O=O2(1)+O,6,3.849983e-22,9.019559e-01,2.963894e+02
MicroReversibleArrhenius,O2(8)+O=O2(2)+O,6,1.705542e-21,8.467867e-01,5.484512e+02
MicroReversibleArrhenius,O2(8)+O=O2(3)+O,6,1.073221e-20,7.317622e-01,1.006751e+03
MicroReversibleArrhenius,O2(8)+O=O2(4)+O,6,1.032787e-19,5.619265e-01,1.641757e+03
MicroReversibleArrhenius,O2(8)+O=O2(5)+O,6,9.869001e-19,3.927815e-01,1.909535e+03
MicroReversibleArrhenius,O2(8)+O=O2(6)+O,6,4.061796e-18,3.172739e-01,1.236159e+03
MicroReversibleArrhenius,O2(8)+O=O2(7)+O,6,1.517616e-17,2.820078e-01,-5.043804e+01
MicroReversibleArrhenius,O2(9)+O=O2(1)+O,6,1.849294e-22,9.423000e-01,1.055532e+02
MicroReversibleArrhenius,O2(9)+O=O2(2)+O,6,3.576127e-22,9.636961e-01,-6.786188e+01
MicroReversibleArrhenius,O2(9)+O=O2(3)+O,6,2.000772e-21,8.557512e-01,3.623023e+02
MicroReversibleArrhenius,O2(9)+O=O2(4)+O,6,1.377205e-20,7.145918e-01,1.011019e+03
MicroReversibleArrhenius,O2(9)+O=O2(5)+O,6,1.290085e-19,5.425046e-01,1.675342e+03
MicroReversibleArrhenius,O2(9)+O=O2(6)+O,6,1.090482e-18,3.844227e-01,1.871088e+03
MicroReversibleArrhenius,O2(9)+O=O2(7)+O,6,4.503118e-18,3.017547e-01,1.195154e+03
MicroReversibleArrhenius,O2(9)+O=O2(8)+O,6,1.447202e-17,2.873621e-01,-1.084273e+02
MicroReversibleArrhenius,O2(10)+O=O2(1)+O,6,2.417633e-22,8.832285e-01,3.725079e+02
MicroReversibleArrhenius,O2(10)+O=O2(2)+O,6,1.918017e-22,9.919596e-01,-3.038227e+02
MicroReversibleArrhenius,O2(10)+O=O2(3)+O,6,6.403864e-22,9.319542e-01,-5.685556e+01
MicroReversibleArrhenius,O2(10)+O=O2(4)+O,6,2.675475e-21,8.371453e-01,3.654066e+02
MicroReversibleArrhenius,O2(10)+O=O2(5)+O,6,1.841530e-20,6.914434e-01,1.030496e+03
MicroReversibleArrhenius,O2(10)+O=O2(6)+O,6,1.540915e-19,5.288165e-01,1.661353e+03
MicroReversibleArrhenius,O2(10)+O=O2(7)+O,6,1.223315e-18,3.690357e-01,1.822599e+03
MicroReversibleArrhenius,O2(10)+O=O2(8)+O,6,4.658028e-18,2.984367e-01,1.135242e+03
MicroReversibleArrhenius,O2(10)+O=O2(9)+O,6,1.415665e-17,2.883553e-01,-1.695427e+02
MicroReversibleArrhenius,O2(11)+O=O2(1)+O,6,2.337267e-22,8.583014e-01,3.861991e+02
MicroReversibleArrhenius,O2(11)+O=O2(2)+O,6,1.937930e-22,9.597168e-01,-2.019458e+02
MicroReversibleArrhenius,O2(11)+O=O2(3)+O,6,4.393298e-22,9.347243e-01,-1.838467e+02
MicroReversibleArrhenius,O2(11)+O=O2(4)+O,6,1.058892e-21,8.906744e-01,-4.728782e+01
MicroReversibleArrhenius,O2(11)+O=O2(5)+O,6,3.415180e-21,8.172373e-01,3.038010e+02
MicroReversibleArrhenius,O2(11)+O=O2(6)+O,6,1.948829e-20,6.879844e-01,9.074029e+02
MicroReversibleArrhenius,O2(11)+O=O2(7)+O,6,1.787225e-19,5.083946e-01,1.626545e+03
MicroReversibleArrhenius,O2(11)+O=O2(8)+O,6,9.739341e-19,3.906566e-01,1.608421e+03
MicroReversibleArrhenius,O2(11)+O=O2(9)+O,6,4.147452e-18,3.056300e-01,9.490013e+02
MicroReversibleArrhenius,O2(11)+O=O2(10)+O,6,1.459235e-17,2.838735e-01,-2.165288e+02
MicroReversibleArrhenius,O2(12)+O=O2(1)+O,6,1.119648e-22,9.105724e-01,2.254995e+02
MicroReversibleArrhenius,O2(12)+O=O2(2)+O,6,1.973469e-22,9.298518e-01,-9.538502e+01
MicroReversibleArrhenius,O2(12)+O=O2(3)+O,6,3.192461e-22,9.372380e-01,-2.557299e+02
MicroReversibleArrhenius,O2(12)+O=O2(4)+O,6,6.214662e-22,9.106039e-01,-2.761510e+02
MicroReversibleArrhenius,O2(12)+O=O2(5)+O,6,1.360050e-21,8.727548e-01,-1.207305e+02
MicroReversibleArrhenius,O2(12)+O=O2(6)+O,6,4.385909e-21,7.967432e-01,2.570283e+02
MicroReversibleArrhenius,O2(12)+O=O2(7)+O,6,2.125742e-20,6.755623e-01,8.329513e+02
MicroReversibleArrhenius,O2(12)+O=O2(8)+O,6,1.607765e-19,5.180466e-01,1.456144e+03
MicroReversibleArrhenius,O2(12)+O=O2(9)+O,6,9.447347e-19,3.882473e-01,1.493228e+03
MicroReversibleArrhenius,O2(12)+O=O2(10)+O,6,3.508126e-18,3.189336e-01,8.211823e+02
MicroReversibleArrhenius,O2(12)+O=O2(11)+O,6,1.625727e-17,2.717260e-01,-2.245151e+02
MicroReversibleArrhenius,O2(13)+O=O2(1)+O,6,1.898842e-22,8.321026e-01,5.241784e+02
MicroReversibleArrhenius,O2(13)+O=O2(2)+O,6,1.727657e-22,9.189742e-01,-9.894917e+01
MicroReversibleArrhenius,O2(13)+O=O2(3)+O,6,2.011119e-22,9.579848e-01,-4.001638e+02
MicroReversibleArrhenius,O2(13)+O=O2(4)+O,6,2.567253e-22,9.719685e-01,-6.120906e+02
MicroReversibleArrhenius,O2(13)+O=O2(5)+O,6,6.904025e-22,9.088105e-01,-4.360828e+02
MicroReversibleArrhenius,O2(13)+O=O2(6)+O,6,2.240212e-21,8.276038e-01,-7.011676e+01
MicroReversibleArrhenius,O2(13)+O=O2(7)+O,6,6.188311e-21,7.586568e-01,2.811211e+02
MicroReversibleArrhenius,O2(13)+O=O2(8)+O,6,2.389197e-20,6.632015e-01,7.612922e+02
MicroReversibleArrhenius,O2(13)+O=O2(9)+O,6,1.471680e-19,5.219433e-01,1.330080e+03
MicroReversibleArrhenius,O2(13)+O=O2(10)+O,6,8.221877e-19,3.976424e-01,1.407213e+03
MicroReversibleArrhenius,O2(13)+O=O2(11)+O,6,3.824232e-18,3.046071e-01,8.198981e+02
MicroReversibleArrhenius,O2(13)+O=O2(12)+O,6,1.505187e-17,2.763591e-01,-2.676388e+02
MicroReversibleArrhenius,O2(14)+O=O2(1)+O,6,1.880636e-22,8.114161e-01,5.798517e+02
MicroReversibleArrhenius,O2(14)+O=O2(2)+O,6,2.615008e-22,8.514771e-01,9.445269e+01
MicroReversibleArrhenius,O2(14)+O=O2(3)+O,6,2.957054e-22,8.923043e-01,-2.357247e+02
MicroReversibleArrhenius,O2(14)+O=O2(4)+O,6,3.526547e-22,9.126032e-01,-4.813693e+02
MicroReversibleArrhenius,O2(14)+O=O2(5)+O,6,5.645215e-22,9.008924e-01,-5.085002e+02
MicroReversibleArrhenius,O2(14)+O=O2(6)+O,6,1.166984e-21,8.615727e-01,-4.193826e+02
MicroReversibleArrhenius,O2(14)+O=O2(7)+O,6,2.641119e-21,8.086304e-01,-1.356640e+02
MicroReversibleArrhenius,O2(14)+O=O2(8)+O,6,7.195690e-21,7.437901e-01,2.220403e+02
MicroReversibleArrhenius,O2(14)+O=O2(9)+O,6,2.510724e-20,6.533924e-01,6.884192e+02
MicroReversibleArrhenius,O2(14)+O=O2(10)+O,6,1.171394e-19,5.397859e-01,1.181075e+03
MicroReversibleArrhenius,O2(14)+O=O2(11)+O,6,6.266001e-19,4.187963e-01,1.294801e+03
MicroReversibleArrhenius,O2(14)+O=O2(12)+O,6,3.045972e-18,3.192138e-01,7.634911e+02
MicroReversibleArrhenius,O2(14)+O=O2(13)+O,6,1.312677e-17,2.877086e-01,-3.538422e+02
MicroReversibleArrhenius,O2(15)+O=O2(1)+O,6,1.107021e-22,8.445314e-01,3.375710e+02
MicroReversibleArrhenius,O2(15)+O=O2(2)+O,6,1.442405e-22,8.915852e-01,-4.735203e+01
MicroReversibleArrhenius,O2(15)+O=O2(3)+O,6,2.436376e-22,8.903504e-01,-2.466623e+02
MicroReversibleArrhenius,O2(15)+O=O2(4)+O,6,2.728460e-22,9.152931e-01,-5.778530e+02
MicroReversibleArrhenius,O2(15)+O=O2(5)+O,6,4.947803e-22,8.884220e-01,-5.290470e+02
MicroReversibleArrhenius,O2(15)+O=O2(6)+O,6,8.374840e-22,8.679172e-01,-5.179586e+02
MicroReversibleArrhenius,O2(15)+O=O2(7)+O,6,1.702892e-21,8.218853e-01,-3.519930e+02
MicroReversibleArrhenius,O2(15)+O=O2(8)+O,6,3.427282e-21,7.830801e-01,-1.356183e+02
MicroReversibleArrhenius,O2(15)+O=O2(9)+O,6,8.536574e-21,7.213704e-01,2.023399e+02
MicroReversibleArrhenius,O2(15)+O=O2(10)+O,6,2.421687e-20,6.518612e-01,5.740219e+02
MicroReversibleArrhenius,O2(15)+O=O2(11)+O,6,9.080483e-20,5.585670e-01,9.786465e+02
MicroReversibleArrhenius,O2(15)+O=O2(12)+O,6,4.337620e-19,4.467008e-01,1.141493e+03
MicroReversibleArrhenius,O2(15)+O=O2(13)+O,6,2.242450e-18,3.437036e-01,7.243615e+02
MicroReversibleArrhenius,O2(15)+O=O2(14)+O,6,1.107497e-17,3.012532e-01,-4.198529e+02
MicroReversibleArrhenius,O2(16)+O=O2(1)+O,6,1.069481e-22,8.273445e-01,5.677837e+02
MicroReversibleArrhenius,O2(16)+O=O2(2)+O,6,1.199455e-22,8.890868e-01,2.108281e+01
MicroReversibleArrhenius,O2(16)+O=O2(3)+O,6,1.746668e-22,9.036330e-01,-2.911482e+02
MicroReversibleArrhenius,O2(16)+O=O2(4)+O,6,2.717285e-22,8.939050e-01,-4.429874e+02
MicroReversibleArrhenius,O2(16)+O=O2(5)+O,6,3.403342e-22,9.029444e-01,-6.204784e+02
MicroReversibleArrhenius,O2(16)+O=O2(6)+O,6,7.179998e-22,8.575896e-01,-4.889012e+02
MicroReversibleArrhenius,O2(16)+O=O2(7)+O,6,1.329877e-21,8.190270e-01,-3.411327e+02
MicroReversibleArrhenius,O2(16)+O=O2(8)+O,6,2.002209e-21,8.068524e-01,-3.253286e+02
MicroReversibleArrhenius,O2(16)+O=O2(9)+O,6,3.815705e-21,7.684865e-01,-1.433734e+02
MicroReversibleArrhenius,O2(16)+O=O2(10)+O,6,8.506085e-21,7.180438e-01,1.600439e+02
MicroReversibleArrhenius,O2(16)+O=O2(11)+O,6,2.038680e-20,6.632004e-01,4.615183e+02
MicroReversibleArrhenius,O2(16)+O=O2(12)+O,6,6.242822e-20,5.881663e-01,8.150114e+02
MicroReversibleArrhenius,O2(16)+O=O2(13)+O,6,3.109358e-19,4.739044e-01,1.101673e+03
MicroReversibleArrhenius,O2(16)+O=O2(14)+O,6,1.621652e-18,3.692733e-01,7.800814e+02
MicroReversibleArrhenius,O2(16)+O=O2(15)+O,6,8.400135e-18,3.226767e-01,-4.858033e+02
MicroReversibleArrhenius,O2(17)+O=O2(1)+O,6,5.113818e-23,8.690894e-01,2.264115e+02
MicroReversibleArrhenius,O2(17)+O=O2(2)+O,6,1.200305e-22,8.617612e-01,1.270611e+02
MicroReversibleArrhenius,O2(17)+O=O2(3)+O,6,2.112928e-22,8.528221e-01,-2.074850e+02
MicroReversibleArrhenius,O2(17)+O=O2(4)+O,6,2.475589e-22,8.733231e-01,-4.477127e+02
MicroReversibleArrhenius,O2(17)+O=O2(5)+O,6,4.429511e-22,8.443719e-01,-4.095040e+02
MicroReversibleArrhenius,O2(17)+O=O2(6)+O,6,6.272810e-22,8.392535e-01,-4.531660e+02
MicroReversibleArrhenius,O2(17)+O=O2(7)+O,6,1.036821e-21,8.111282e-01,-3.817964e+02
MicroReversibleArrhenius,O2(17)+O=O2(8)+O,6,1.528561e-21,7.996088e-01,-3.520718e+02
MicroReversibleArrhenius,O2(17)+O=O2(9)+O,6,2.407932e-21,7.780482e-01,-2.821848e+02
